hypothesis,premise,s1,s2,label,contradiction_severity_score,reviewer1_label,reviewer1_score,reviewer2_label,reviewer2_score,reviewer3_label,reviewer3_score,annotator_agreement
since one of the main contributions of this paper is the analysis of the bert pretraining process more experimental analysis on the optimizer should also be included .,the experimental results show that roberta can significantly advance the baseline bert model and achieve on-par or new state-of-the-art accuracy on a large range of downstream tasks .,positive,negative,0,-2,0,-2,0,-2,0,-2,TRUE
since wuda as a new problem could lead a new research direction in the domain adaptation field this paper should be presented in iclr 2020 .,clarity in addition the fact that as mentioned above the design of the overall framework is not entirely well motivated i found the paper somewhat hard to follow .,negative,positive,0,-1,0,-1,0,1,0,0,FALSE
so currently it does not seem to be a valid novel contribution in this work compared to previous works .,however the exact implementation in this paper is new .,positive,negative,0,0,0,0,0,-1,0,1,FALSE
so i would consider the method quite novel .,it does not propose entirely new concepts i.e .both filtering and pilco are widely known put combines them in a new and non-trivial way .,negative,positive,1,5,1,5,1,5,1,5,TRUE
so i would like to see the inference time peak memory consumption and the model size .,the numerical results show better scores than the other sota methods .,positive,negative,0,-1,0,-1,0,-2,0,1,FALSE
so it is not really clear what is the applicability of the derived results .,the paper is written on a good level and includes the ideas which allow to characterize the properties of loss-function for distribution learning on the finite discrete domain .,positive,negative,0,-1,0,-1,0,1,0,-3,FALSE
so it may not be terribly impactful in that sense but it is still a novel elegant piece of work building upon several sophisticated tool sets hawkes processes crms in the generalized gamma class edge-exchangeable models dynamic network constructions it is excellently written and the experiments are broad and convincing .,2016 framework to a temporal setting which has not been done before - complex and flexible model for capturing sparsity degree heterogeneity and reciprocity which are desirable properties for many real-world social networks with temporal structure many existing models are either too simplistic often ignoring temporal structure - develops an efficient inference algorithm for a complex model and demonstrates on large network datasets - well-written and good figures weaknesses - can be viewed as gluing together several existing components of network models e.g.,positive,negative,0,-1,0,-1,0,1,0,0,FALSE
so the contribution is limited .,hyperbolic matching function is novel and interesting .,positive,negative,0,0,0,0,0,1,0,2,FALSE
so the idea itself is novel the visualization of the erf is interesting -- it reals that erf is more balanced after searching .,this paper can be regarded as an engineering work for a new domain of problem with little technical novelty .,negative,positive,1,5,1,5,1,5,1,5,TRUE
so the idea itself is novel the visualization of the erf is interesting -- it reals that erf is more balanced after searching .,- from the perspective of nas research the proposed approach has little technical novelty instead it seems like an application of existing techniques or even simpler ones e.g .to a new domain of problem - object detection .,negative,positive,1,4,1,4,1,4,1,4,TRUE
so the idea itself is novel the visualization of the erf is interesting -- it reals that erf is more balanced after searching .,- given that the nas is only applied to cnn backbones in this paper the novelty of proposing a new task may be further weakened .,negative,positive,1,4,1,4,1,4,1,4,TRUE
so the idea itself is novel the visualization of the erf is interesting -- it reals that erf is more balanced after searching .,conclusion although this work shows a new application of nas for object detection my initial decision is weak reject mainly due to lack of technical novelty limited experiments and poor writing .,negative,positive,1,5,1,5,1,5,1,5,TRUE
some aspect on the extension to nonsmooth optimization are unclear to me .,despite the fact that closely related analyses have appeared recently the paper is overall well presented and the unifying link to the dynamics of a natural system is insightful .,positive,negative,0,-1,0,-1,0,1,0,1,FALSE
some clarifications are needed 1 in the equation in line 95 the dependency of the reminder on epsilon is not clear 2 the marginals in the equation in line 101 seem to depend on t this should be reflected in the notation .,the paper is in overall well-written and reasonably well-structured .,positive,negative,0,-1,0,-1,0,1,0,-3,FALSE
some novelty in the models .,the proposed approach and the hdp have conceptually different ideas behind .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
some of the points which are not clear and may limit the potential impact of the work are - the proved bounds are independent of m which can possibly be a drawback from the point of practical implementation of deco framework .,model parallelism in practice is often stymied by feature correiations so this method has potential to be very useful in the future .,positive,negative,0,0,0,0,0,0,0,0,TRUE
some of them include - there is no new novel model or technique proposed in the paper .,originality as far as i am aware the paper is novel .,positive,negative,1,4,1,4,1,4,1,4,TRUE
strengths -- the paper is clearly written so it was easy to follow .,however i find that the architectural description of the model might be somewhat lackluster -- as the equations are not always clear to someone inexperienced in gans or gats and the figures might involve too many things going on .,negative,positive,1,4,1,4,1,4,1,4,TRUE
strengths - the problem addressed by the authors is important - the proposed algorithm is relatively novel and seems effective - while i did n't verify the proofs the arguments appear correct .,the paper delivers as advertised online tensor decomposition with time space linear in tensor dimension rank and the same approach to recovering the principal eigenvec while preserving differential privacy apparently based on private matrix power iteration hardt price .overall i found the paper compelling while a significant portion of the work is on dp the results on online tensor decomposition appear to be of independent interest .,negative,positive,0,-2,0,-2,0,-4,0,-1,FALSE
strengths the approach is novel and very interesting the paper is very well written experimental results are promising especially the digit classification setting weakness it is not clear if the semantic wasserstein distance would be very informative especially early in training since representations wont necessarily be very informative .,all in all the originality of the paper is lacking the experimental setup is not convincing and there are not much insights given by the paper into the novel problem .,negative,positive,1,3,1,3,1,3,1,3,TRUE
strengths the approach is novel and very interesting the paper is very well written experimental results are promising especially the digit classification setting weakness it is not clear if the semantic wasserstein distance would be very informative especially early in training since representations wont necessarily be very informative .,all in all the originality of the paper is lacking the experimental setup is not convincing and there are not much insights given by the paper into the novel problem .,negative,positive,1,3,1,3,1,3,1,3,TRUE
strengths the paper is very clear and the small parts remaining dark such as what the authors refer to when dealing with unclearly defined parts or losses decomposable by part in general are studied in detail in the supplementary .,figure 3 the left plot is very difficult to read in black and white .,negative,positive,1,4,1,4,1,4,1,4,TRUE
strengths the paper is well written and easy to follow .,depth-wise separable channel-wise convolution and differences between different types of convolutions can be subtle the paper could really benefit of making section 3 easier to follow more figures .,negative,positive,1,4,1,4,1,4,1,4,TRUE
strengths the paper is well written and easy to follow .,the paper is very wordy and convoluted .,negative,positive,1,3,1,3,1,3,1,3,TRUE
structure the article is well-written and easy to understand .,- the paper currently struggles with some organizational issues .,negative,positive,1,5,1,5,1,5,1,5,TRUE
summary pros - this paper proposes a simple yet effective distillation scheme from an ensemble of independent models to a multi-head architecture for preserving the diversity of the ensemble .,i am not very convinced by the argument about online-vs-offline training but i do not see a reason to decrease my rating .,negative,positive,0,0,0,0,0,2,0,2,FALSE
summary pros - this paper proposes a well-principled distillation method based on contrastive loss maximizing the mutual information between teacher and student models .,the paper gives off a feeling that this method is not novel .,negative,positive,0,-1,0,-1,0,0,0,0,FALSE
table 6 is highly suspect some numbers seem to have been copy-pasted in the wrong cells eg .,the paper is well-written and easy to follow .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
technically the paper is very similar to previous works by gittens and halko et al .the proofs are fairly simple a bonus in my opinion as the sketching matrix can be assumed to be gaussian and the distribution of y a omega omega is the gaussian matrix is well understood .,the result appears to be novel .,positive,negative,0,-1,0,-1,0,0,0,0,FALSE
that being said i think two aspects may need further improvement 1 an explanation as to why a bi-rnn can provide more accurate approximations than other modeling choices e.g .structured mean field that uses a sequential model to formulate the variational distribution is needed .,the method is technically sound and demonstrated to be effective .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
that is unfair to the base classifier .,pros good analysis on real-world examples cons i was expecting more actual solutions in addition to analysis,positive,negative,0,0,0,0,0,0,0,0,TRUE
that said it does seems like a fairly creative combination of existing approaches .,the approach to me seems novel in fitting mrfs .,positive,negative,0,0,0,0,0,-1,0,1,FALSE
that would make more sense for me but i may be wrong .,the authors do a good job of motivating this model grounding it in existing work providing implementation information and showing dirbn improves on these models .,positive,negative,0,0,0,0,0,0,0,0,TRUE
the ablation analysis does not provide any quantitative analysis nor is there sufficient exploration of alternative model architecture to draw a conclusion .,strengths - the ablation study shows the contribution of the different components well .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the ablation analysis does not provide any quantitative analysis nor is there sufficient exploration of alternative model architecture to draw a conclusion .,- the method shows impressive image quality on a wide range of datasets .,positive,negative,1,5,1,5,1,5,1,5,TRUE
the ablation analysis does not provide any quantitative analysis nor is there sufficient exploration of alternative model architecture to draw a conclusion .,the authors provide several additional quantitative results including a user study with convincing outcome .,positive,negative,1,5,1,5,1,5,1,5,TRUE
the algorithm is exceptionally well explained and reasoned .,however there are so many typos and grammatical errors in the paper that need to be corrected before the paper can be published .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the algorithm pretty much is similar to the a2c algorithm very minor differences and overall i do n't see the contribution of the paper to be significant enough .,on the whole i think the paper is well written and the idea novel .,positive,negative,1,3,1,3,1,3,1,3,TRUE
the analyses are correct .,while the results are promising there are two major shortcomings of this paper 1 .,negative,positive,0,-1,0,-1,0,1,0,1,FALSE
the analyses are interesting and done well .,on the other hand i find it lacking in terms of theoretical support other than the fact that the added stochasticity induces a certain amount of robustness .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
the analysis is sound presented in detail and allows to obtain an improvement in the four settings .,even if the idea itself is good they are some flaw in the results and in the presentation of the paper .,negative,positive,1,3,1,3,1,3,1,3,TRUE
the animated images on the web site provide a much better impression of the true capabilities and i find them convincing .,3 cons approximate posterior in non-synthetic datasets the variable z seems to not be modeling the future very well .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
the application considered in the paper is minimal and uninteresting .,this is an interesting paper addressing a fundamental problem in eigenvector computation .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the application considered in the paper is minimal and uninteresting .,as power method is the building block of quite a few applications in machine learning linear algebra and graph computation this work may potentially have large impact .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the application considered in the paper is minimal and uninteresting .,both theoretical and empirical results look reasonable as well .,positive,negative,1,5,1,5,1,5,1,5,TRUE
the application of the frank-wolfe algorithm is not particularly novel given the large set of related work that the paper cites .,the proposed model is evaluated in several experiments and the authors find that the taken approach can provide a good initialization for training rbms improving the performance over random initialization the paper is well written easy to follow and introduces an interesting extension to rbms allowing for infinite hidden units .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
the approach does not seem very novel and it is hard to see what the representation learning challenges are .,the problem tackled in this work is interesting with an important application on medical records from 100 000 individuals followed over time .,positive,negative,1,5,1,5,1,5,1,5,TRUE
the approach is evaluated on ucf101 and hmdb datasets and comparisons show the proposed approach obtains state-of-art results on both datasets .,i am worried that it only shows some improvements in the few datasets that are tried in the paper but not be a good idea in general .,negative,positive,1,5,1,5,1,5,1,5,TRUE
the approach is interesting relevant and sound .,please provide real world examples of when this type of intervention is realistic .,negative,positive,0,0,0,0,0,1,0,2,FALSE
the approach is novel as far as i know of .,while the algorithmic contribution is not that novel this can serve as a good baseline for ml-based branching method .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the approach proposed seems reasonable to me and of sufficient novelty while the results presented are impressive .,while retrieval models are useful i am skeptical about the practical value of the improvements shown in the paper especially the improvements over bi-encoder which is already a decent model .,negative,positive,0,-1,0,-1,0,1,0,-3,FALSE
the approach seems incremental and very similar to existing work such as papernot et .,nice overview of adversarial techniques in natural language classification .,positive,negative,0,0,0,0,0,0,0,0,TRUE
the approach seems reasonable and the experiments seem reasonable as well .,the optimization objectives chosen by the authors seem very ad hoc to me and how the motivation relates to the objectives is hard to comprehend see my clarity section .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the approach seems reasonable and the experiments seem reasonable as well .,while i do agree that the paper proposes an interesting idea the technical presentation of the work is simply too poor and not convincing at this stage .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the approach seems reasonable and the experiments seem reasonable as well .,given all the comments above it is pretty obvious that the paper in its current form simply does not adhere to scientific standards for technically reporting machine learning algorithms in a proper way .,negative,positive,1,5,1,5,1,5,1,5,TRUE
the arguments and derivations are very clear .,comments - i found the paper very hard to follow .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the authors are suggested to improve the english writing .,the paper is well-written .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the authors excellently bring this idea to causal inference in particular learning conditional average treatment effect .,the co-learning strategy idea is interesting but the details of the method are not well explained and the experiment results seem not convincing .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
the authors made the paper easy to following by clearly presenting the motivation contribution and the method itself .,however some parts of the text could be made clearer e.g .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the authors present an efficient fully collapsed gibbs sampler inference scheme - i did not thoroughly check the derivation but it seems plausible .,that would make more sense for me but i may be wrong .,negative,positive,0,0,0,0,0,0,0,0,TRUE
the authors proposed the following methodology 1 extract subgraph communities from the graphs known as patches 2 for each patch generate a graph kernel representation and subsampled them using nystrom method producing the normalized patches 3 passes the set of normalized patches as input to the cnn the paper is well written proposes an interesting and original idea provides experiments with real graph datasets from two domains bioinformatics and social sciences and a comparison with soa algorithms both graph kernels and other deep learning architectures .,the approach is similar in spirit to niepert ahmed kutzkov icml 2016 and thus incremental .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
the authors provide necessary theoretical analysis and empirical validation for their model .,in addition it is not clear why maximizing the variance can address the challenge of training longer path .,negative,positive,0,0,0,0,0,-1,0,-2,FALSE
the authors should discuss whether it is possible to extend this approach to the adaptive setting .,the paper exhibits a novel mathematical analysis relevant to adaptive optimization with budget constraint a problem with many practical implications .,positive,negative,0,-1,0,-1,0,1,0,0,FALSE
the authors should investigate this approach .,two greedy algorithms are analyzed and despite negative results regarding their near-optimality results proofs show that a combination of the two has interesting properties and can be sound and useful in some cases .,positive,negative,0,0,0,0,0,-1,0,2,FALSE
the background gives a clear introduction to the main ideas needed to understand the theoretical results of the paper .,only the presentation should be improved - the section 2 is not selfcontained and hard to read due to careless problem formulation and usage of undefined notation e.g .missing definition of most variables in 2 and 3 or undefined mapping phi x j that is in fact composed of appropriately stacked vectors x and zero vectors etc .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the basic approach which appeared in a previous paper is very interesting and relatively novel treat the problem as one of supervised learning by labeling points in space positive occupied or negative free .,the approach is a minor improvement over existing works however the experiments show some improvement .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
the combination of meta-learning variational inference and bamdp is a clear and neat way to approximate bayes-optimal policy .,so the formulation seems so far not to be convincing in a practical sense .,negative,positive,1,5,1,5,1,5,1,5,TRUE
the combination of meta-learning variational inference and bamdp is a clear and neat way to approximate bayes-optimal policy .,another concern in my mind is that the proposed methods are not supported by any theoretical analyses .,negative,positive,1,5,1,5,1,5,1,5,TRUE
the combination of meta-learning variational inference and bamdp is a clear and neat way to approximate bayes-optimal policy .,as a summary i feel that the paper is not strong for theoretical analyses nor practical usefulness and thus further investigation for either side is necessary .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the conditions in remark 3 are very interesting .,while it goes beyond the naive two-stage approach used here as a baseline the technical novelty remains limited .,negative,positive,0,0,0,0,0,1,0,2,FALSE
the contributions are incrementally building upon previous work but the novelty of the chosen approach is presented clearly leading to new state of the art results .,1 .it seems that the paper just simply uses mfa instead of gmm as the generative model so the technical novelty is limited .,negative,positive,1,3,1,3,1,3,1,3,TRUE
the co-training framework is not so novel for me which combined the wasserstein loss and general gan loss .,the paper presents a novel architecture for training adversarial networks in a semi-supervised settings algorithm 1 .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the current version is distracting and makes it difficult to follow some details .,clarity the paper is well-written and easy to follow .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the current version is distracting and makes it difficult to follow some details .,it clearly motivates the problem and explains the details of the network in a degree that it is reproducible .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the derived bound improves the existing bound and is applicable also to a misspecified model and an exponential family .,if possible it would be important to provide some explanation as to why the authors think that the proof technique of guntuboyina et al 2017 can not be extended to misspecified and exponential family models .,negative,positive,0,-1,0,-1,0,0,0,-2,FALSE
the design and experiment settings are well described with details .,3 .the paper is written poorly .,negative,positive,1,5,1,5,1,5,1,5,TRUE
the design and experiment settings are well described with details .,- there are many grammatically wrong and awkward expressions .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the design and experiment settings are well described with details .,conclusion although this work shows a new application of nas for object detection my initial decision is weak reject mainly due to lack of technical novelty limited experiments and poor writing .,negative,positive,1,5,1,5,1,5,1,5,TRUE
the discussion on the hoyer measure is inspiring and the empirical studies on various different network architecture datasets compared to several competitive baselines verify the effectiveness of the deephoyer model .,weaknesses the contributions of the paper are rather on the thin side .,negative,positive,0,-2,0,-2,0,-2,0,-2,TRUE
the downside of this paper is the limited novelty .,although the basic components of the architecture are pre-existing i think that the high performance and careful experimentation and description make it a very useful contribution .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the downside of this paper is the limited novelty .,positives - the paper shows how to effectively use residual connections in the spatio-termporal setting needed for action recognition .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the emperical results are very good and are claimed to be the new state-of-the-art .,the paper does not clearly show the advantage of each component 1 i want to see the experimental results of maac optimizing the objective without the entropy .,negative,positive,0,-2,0,-2,0,-2,0,-2,TRUE
the empirical results are decent .,the proposed approach is new and neat but the experimental results are somehow disappointing .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the empirical results are satisfying in terms of the overall reduction in the number of parameters while maintaining predictive performance .,perhaps i am missing something here but i could not find an argument as to why this is a principled way to build deep anns with good performance .,negative,positive,0,0,0,0,0,0,0,0,TRUE
the empirical results met the theoretical expectation .,in particular i liked the demonstration of the kendall tau distance and hamming distances to be representable in this embedding formulation that said i had a few concerns with this work as well - specifically the empirical results were not very convincing .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the empirical results met the theoretical expectation .,unfortunately with the current some what limited set of experiments i am not entirely convinced .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the evaluation is complete and shows nice results .,the claims in this paper are not strong enough and the empirical study does not strongly support or provide sufficient insight .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the evaluation is thorough across the board as far as i can tell .,however the ablation study and analysis on the model is weak and authors only show experimental observations .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the experimental results and comparison are sufficient .,the real world robotics results are not compared to any baseline perhaps due to evaluation being expensive time-consuming .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the experimental results are illustrative and are overall adequate especially considering that this is a primarily theoretical paper .,the empirical illustration based on single observation seems not very convincing .,negative,positive,1,5,1,5,1,5,1,5,TRUE
the experimental results are impressive and show that the approach outperforms evolutionary approaches that get stuck in local minima .,i think that the main weakness of the paper in its current version is the experimental results .,negative,positive,1,3,1,3,1,3,1,3,TRUE
the experimental results looks promising .,however there is no experiment or application as is often the case for strong nips papers that relate theory to practice .,negative,positive,1,5,1,5,1,5,1,5,TRUE
the experimental results on counting are promising .,the paper didn t study what is the recall of the proposals and how sensitive the threshold is .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
the experimental results show very good empirical performance of the proposed algorithm compared to the previous two methods both in terms of quality and running time .,i would have liked to see an actual complexity analysis of the algorithms .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
the experimental results shown in this paper are clearly compelling in exposing the weaknesses of current seq2seq rnn models .,as for future work i think an interesting direction would also be to investigate the composition abilities for rnns with latent stochastic variables .,negative,positive,0,0,0,0,0,0,0,0,TRUE
the experimental settings are toy-like and the neural network backbone is also weak .,quality i think the evaluation of this work is quite thorough but missing some important items .,positive,negative,0,-1,0,-1,0,0,0,1,FALSE
the experimental setup however is not entirely convincing regarding the demonstration of method superiority .,the experimental validation is convincing which shows that the proposed method is promising .,positive,negative,1,3,1,3,1,3,1,3,TRUE
the experimental verification is slightly weak .,- experiments on learning synthetic positive definite matrices and two real datasets with fingerprint reconstruction and multilabel classification show the method performs better than previous approaches .,positive,negative,0,0,0,0,0,0,0,0,TRUE
the experiments are also thorough and convincing since it contains various network architectures and different datasets .,cons the results are not convincing .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the experiments are extensive and convincing the literature review is strong .,however the results obtained from the experimentations are not able to support well the proposal .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the experiments are extensive and convincing the literature review is strong .,in other words the effectiveness of at on the predictive uncertainty estimates is not clearly justified and the experiments are not supporting this well .,negative,positive,1,3,1,3,1,3,1,3,TRUE
the experiments are extensive and informative with round results .,however key experiments are missing .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the experiments are sufficient for the purpose and the settings are thoroughly explained .,the experiments are interesting but not detailed enough especially for the articles and images applications the supplementary material can be completed .,negative,positive,1,3,1,3,1,3,1,3,TRUE
the experiments are thorough with various aspects being examined in more detail .,in order to test this hypothesis the author might be interested in training the models with bigger sample sizes more training iteration different function classes and more fitting in order to test this hypothesis .,negative,positive,0,-1,0,-1,0,-2,0,1,FALSE
the experiments are well-conducted in particular the results on the movieqa dataset are crucial to demonstrate that this supervision approach can apply to real-world tasks and provides room for improvement for future models .,- the error analysis on the movie dataset is missing .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the experiments compare the proposed algorithms to deep baselines for voc2012 and cityscapes panoptic segmentation and show impressive performance even without deep features .,key reason 2 lack of sensitivity robustness analysis .,negative,positive,1,5,1,5,1,5,1,5,TRUE
the experiments conducted make sense to me .,my primary concern is that while a number of results have been presented they do not necessarily support the conclusions that have been drawn .,negative,positive,0,0,0,0,0,0,0,0,TRUE
the experiments convincingly demonstrate gains in performance and smaller network sizes compared to baseline models naive boosting methods and a related method called autogrow .,3 for experiments results shows good results on simple baselines more complicated or large-scale datasets should be included for evaluations .,negative,positive,0,0,0,0,0,-2,0,-1,FALSE
the experiments on using different number of layers of the network as feature extractors are quite interesting .,theoretical analysis or experimental results would be helpful .,negative,positive,0,0,0,0,0,2,0,-1,FALSE
the experiments verified the relative compactness of the latent space and also qualitatively shows that the learned latent features are more 'disentangled ' .,they then go on to explore the sparsity of the latent space my main issues with this paper are experiments the proposed approach is tested only on 2 datasets one synthetic one real but tiny - 2k instances and some of the plots like figure 5 are not convincing to me .,negative,positive,0,-2,0,-2,0,-2,0,-2,TRUE
the explanation about the difference between the proposal and nca is not convincing subsection 3.3 .,the motivation makes intuitive sense and the arguments seem well supported by the experimental results .,positive,negative,0,-2,0,-2,0,-1,0,-3,FALSE
the explanation is well written .,i found this section hard to pass for several reasons - in the background section you give a very short intro to maml but not to bayesian maml as proposed in grant et al .,negative,positive,0,0,0,0,0,2,0,1,FALSE
the exploration on the layer division is really insightful .,although this bound involves new insight the novelty is limited if it is looser than existing upper bound .,negative,positive,0,-1,0,-1,0,0,0,1,FALSE
the exposition is clear up to a point the approach seems to be very well founded and the experiments were done with care and address the important claims of the paper .,the authors should elaborate what exactly they mean here .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
the extension to the partially observable setting is interesting as the proposed form finds a common denominator to multiple estimators but its underlying idea is not novel .,originality to the best of my knowledge the two surrogate functions are original .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
the formal definition of the image processing problem is lacking .,comments the organization of the paper is good and the flow is generally clear .,positive,negative,1,3,1,3,1,3,1,3,TRUE
the general formulation of recent meta-learning methods is reasonable .,the provided unifying formalization is theoretically inaccurate see below and to me come across as merely a motivation for their framework but no value added compared to existing literature .,negative,positive,1,5,1,5,1,5,1,5,TRUE
the idea for disentangling identity from other factors of variation using identity-matched image pairs is quite simple but the experimental results on faces and shoes are impressive .,however as i mentioned above i am still not clear why sd-gan could generate diverse identities without any constraints to make the model do that .,negative,positive,1,5,1,5,1,5,1,5,TRUE
the idea is novel the paper is well written and results are sufficient to establish that the strategy is effective on imagenet classification .,the paper is very wordy and convoluted .,negative,positive,1,3,1,3,1,3,1,3,TRUE
the idea is novel the paper is well written and results are sufficient to establish that the strategy is effective on imagenet classification .,although the idea seems relatively simple i did not manage to parse all the details .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the idea is novel the paper is well written and results are sufficient to establish that the strategy is effective on imagenet classification .,overall the paper seems to contain a non-trivial contribution but i ca n't asses it properly due to the unclear presentation and a lack of expertise in the field .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the idea is reasonable and seems to lead to good performance .,while potentially offering a faster convergence with respect to epochs the nonlinear updates have two major drawbacks 1 while there are preliminary theoretical results fixed points of the method are critical points it remains unclear whether the computed update is still a descent direction on the original energy .,negative,positive,1,4,1,4,1,4,1,4,TRUE
the idea is reasonable and seems to lead to good performance .,furthermore the numerical results are unfortunately a bit discouraging .,negative,positive,1,5,1,5,1,5,1,5,TRUE
the idea is reasonable and seems to lead to good performance .,the reported performances for mnist are surprisingly poor .,negative,positive,1,5,1,5,1,5,1,5,TRUE
the idea is very straightforward and well intuitive .,i find the work interesting and solid although not that exciting .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
the idea of avoiding the log-sum-exp computation in the dv representation of kl is good .,another weakness of the paper is that two important aspects in assessing the quality of an estimator are overlooked the variance of the estimator and the performance on finite data .,negative,positive,0,-2,0,-2,0,0,0,-1,FALSE
the idea of constructing these as separate gamma likelihoods is novel as far as i am aware and the neat thing here is that the gamma likelihood which would be intractable can be quite well approximated by the lognormal distribution allowing inference on log scaled versions of the targets .,the idea of solving classification problems as regression problem is not new .,negative,positive,0,-1,0,-1,0,0,0,-3,FALSE
the idea of making use of em to estimate the mass matrix in these types of algorithms is very interesting the proposed algorithms are explained well and appear to perform well in practice .,begin itemize item can the authors please explain a bit better the connection of their approach with convex optimisation over the mass matrix,negative,positive,0,-1,0,-1,0,0,0,-2,FALSE
the idea of solving classification problems as regression problem is not new .,quality the method introduced by this paper is a clever probabilistic formulation of bayesian classification .,positive,negative,0,-1,0,-1,0,1,0,1,FALSE
the idea of the paper is reasonable .,while this is an interesting result in itself the games used in the experiment are pretty easy to solve with existing algorithms so the experimental evidence that this approach can work in practice in difficult cases is weak .,negative,positive,0,-1,0,-1,0,-2,0,1,FALSE
the idea presented in this paper is quite interesting .,the model architectures are not of theoretical novelty .,negative,positive,0,0,0,0,0,2,0,-1,FALSE
the ideas are pretty neat and as far as i know original .,while these techniques are not novel they may be practical and provide a baseline for future work .,negative,positive,1,5,1,5,1,5,1,5,TRUE
the ideas are simple and not surprising but seem reasonable and practically useful .,in the end while the work presented in the paper found its use in the recent nips competition on defending against adversarial examples it is still unclear whether this kind of defence would make a difference in critical applications .,negative,positive,0,0,0,0,0,0,0,0,TRUE
the ideas are well presented and experiments provide insights in how the proposed model can be useful for forecasting particular medical events .,cons clarity the major drawback of this submission is its clarity .,negative,positive,0,0,0,0,0,0,0,0,TRUE
the ideas presented in this paper seem rudimentary and require further exploration before being publishable .,even though the authors seem propose a novel approach to knowledge extraction the paper would dramatically benefit from two additions - an empirical evaluation on at least two more datasets as is the paper uses a single dataset - an illustrative-but-realistic example of how at least one rule is extracted from each layer of the neural network other comments - on page 4 1st paragraph in 3.3 the authors talk about a test set that it turns out it is extracted from the actual training set 1st paragraph of 4.1 the authors should use a more careful terminology - from the paper it seems that the authors tried a single randomly chosen set 1000 random inputs in 4.1 they should most definitely try several such sets - figure 1 should have a legend in the image rather than as a 2-line caption,positive,negative,0,-1,0,-1,0,0,0,0,FALSE
the impact of this paper is probably significant for those interested in rbms but this is a limited community .,i think the immediate practical impact of this work is limited but i still think this paper should be published because of the importance of the ideas .,negative,positive,0,-2,0,-2,0,-2,0,-2,TRUE
the inference in the model appears to be quite scalable as demonstrated on several large graphs .,i have edited my review to reflect the author feedback .,positive,negative,0,-1,0,-1,0,1,0,-3,FALSE
the is clear already in the introduction where the authors fail to explain some of the basic notation that is central to the remaining of the paper see 1 - 3 below .,i like that the authors start by first explaining the setup and connections with other methods .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the is clear already in the introduction where the authors fail to explain some of the basic notation that is central to the remaining of the paper see 1 - 3 below .,the paper is well structured .,positive,negative,1,3,1,3,1,3,1,3,TRUE
the is clear already in the introduction where the authors fail to explain some of the basic notation that is central to the remaining of the paper see 1 - 3 below .,while the manuscript is fairly dense it is readable and well organized .,positive,negative,1,4,1,4,1,4,1,4,TRUE
the issue of how to sample efficiently from complex target densities is a very important one and the authors make a very nice contribution in this paper .,there is no great novelty but i think that the proposed algorithm can be practically useful .,negative,positive,0,0,0,0,0,-1,0,-1,FALSE
